Ὀλυμπιόδωρος | Ὀλυμπιόδωρος | grc | transcription | docs/texts/xml/caes0001.xml|<p>Ὀλυμπιόδωρος
pavement | pavement | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>pavement)
in | in | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>in
fulfillment | fulfillment | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>fulfillment
of | of | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>of
a | a | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>a
vow | vow | grc-transl | translation | docs/texts/xml/caes0078.xml|<p>vow.
βηρύλλος | βηρύλλος | grc | transcription | docs/texts/xml/caes0079.xml|<p><unclear>βηρ</unclear>ύλλος
ἀρχισ | ἀρχισ | grc | transcription | docs/texts/xml/caes0079.xml|<p><choice><abbr><unclear>ἀρχ</unclear>ισ</unclear>
ἀρχισυνάγωγος | ἀρχισυνάγωγος | grc | transcription | docs/texts/xml/caes0079.xml|<p><choice><expan>ἀρχισυνάγωγος</expan>
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0079.xml|<p>καὶ
φροντιστὴς | φροντιστὴς | grc | transcription | docs/texts/xml/caes0079.xml|<p>φροντιστὴς
ὑὸς | ὑὸς | grc | transcription | docs/texts/xml/caes0079.xml|<p>ὑὸς
Ἰούτου | Ἰούτου | grc | transcription | docs/texts/xml/caes0079.xml|<p>Ἰούτου
ἐποί­ | ἐποί­ | grc | transcription | docs/texts/xml/caes0079.xml|<p>ἐποί­
ησε | ησε | grc | transcription | docs/texts/xml/caes0079.xml|<p>ησε
τὴν | τὴν | grc | transcription | docs/texts/xml/caes0079.xml|<p>τὴν
ψηφο­ | ψηφο­ | grc | transcription | docs/texts/xml/caes0079.xml|<p>ψηφο­
θεσίαν | θεσίαν | grc | transcription | docs/texts/xml/caes0079.xml|<p>θεσίαν
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0079.xml|<p>τοῦ
τρι­ | τρι­ | grc | transcription | docs/texts/xml/caes0079.xml|<p>τρι­
κλίνου | κλίνου | grc | transcription | docs/texts/xml/caes0079.xml|<p>κλίνου
τῷ | ὁ | grc | transcription | docs/texts/xml/caes0079.xml|<p>τῷ
ἰδίῳ | ἰδίῳ | grc | transcription | docs/texts/xml/caes0079.xml|<p>ἰδίῳ.
Beryllos | Beryllos | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>Beryllos
son | son | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><rs type="family">son
of | of | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>of
Iouda | Iouda | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><persName lang="grc " ref="persons.xml#caes0079p02">Iouda
the | the | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>the
head | head | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><rs type="religTitle">head
of | of | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><rs type="religTitle">of
the | the | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><rs type="religTitle">the
synagogue | synagogue | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><rs type="religTitle">synagogue
and | and | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>and
curator | curator | grc-transl | translation | docs/texts/xml/caes0079.xml|<p><rs type="religTitle">curator
donated | donated | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>donated
the | the | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>the
tessellated | tessellated | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>tessellated
pavement | pavement | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>pavement
of | of | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>the
triclinium | triclinium | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>triclinium
at | at | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>at
his | his | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>his
own | own | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>own
cost | cost | grc-transl | translation | docs/texts/xml/caes0079.xml|<p>cost.
Κύριος | Κύριος | grc | transcription | docs/texts/xml/caes0080.xml|<p><expan><abbr>Κ</abbr>ύριο</ex>ς</abbr></expan>
βοηθός | βοηθός | grc | transcription | docs/texts/xml/caes0080.xml|<p><expan><supplied reason="lost"><abbr>β</abbr>οηθό</ex>ς</abbr></supplied>
προσφορὰ | προσφορὰ | grc | transcription | docs/texts/xml/caes0080.xml|<p><expan>πρ</supplied>οσ</lb>φορὰ
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0080.xml|<p><expan><ex>το</abbr>ῦ</ex></expan>
λαοῦ | λαός | grc | transcription | docs/texts/xml/caes0080.xml|<p>λα</lb>οῦ
ἐπὴ | ἐπὴ | grc | transcription | docs/texts/xml/caes0080.xml|<p>ἐπὴ
Μαρουθᾶ | Μαρουθᾶ | grc | transcription | docs/texts/xml/caes0080.xml|<p>Μ</lb>αρουθᾶ.
May | May | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>May
the | the | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>the
Lord | Lord | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>Lord
be | be | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>be
our | our | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>our
helper | helper | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>helper.
An | An | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>An
offering | offering | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>offering
of | of | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>of
the | the | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>the
congregation | congregation | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>congregation
under | under | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>under
Marouthas | Marouthas | grc-transl | translation | docs/texts/xml/caes0080.xml|<p>Marouthas.
ΕΙΥΠΟΜΕ | ΕΙΥΠΟΜΕ | grc | diplomatic | docs/texts/xml/caes0082.xml|ΕΙΥΠΟΜΕ
Α | Α | grc | diplomatic | docs/texts/xml/caes0082.xml|<p><supplied reason="undefined"><unclear>Α</unclear>
ΟΝΤΑΙΣ | ΟΝΤΑΙΣ | grc | diplomatic | docs/texts/xml/caes0082.xml|<p><supplied reason="undefined">ΟΝΤΑΙΣ
ΛΛΑΞΟΥΣΙΝ | ΛΛΑΞΟΥΣΙΝ | grc | diplomatic | docs/texts/xml/caes0082.xml|<p><unclear>ΛΛΑΞΟΥ</hi>ΣΙΝ</unclear>
Ν | Ν | grc | diplomatic | docs/texts/xml/caes0082.xml|<p>Ν
ΦΟΡΑΠΟΔΑΣ | ΦΟΡΑΠΟΔΑΣ | grc | diplomatic | docs/texts/xml/caes0082.xml|<p><expan><ex>ΦΟΡΑ</gap>ΠΟ</abbr>ΔΑΣ</ex></expan>
ΛΙ | ΛΙ | grc | diplomatic | docs/texts/xml/caes0082.xml|<p>ΛΙ
προσφορὰ | προσφορὰ | grc | transcription | docs/texts/xml/caes0083.xml|<p><expan><ex>προ</abbr>σφορὰ</ex></expan>
Θεωδώροε | Θεωδώροε | grc | transcription | docs/texts/xml/caes0083.xml|<p>Θεωδώροε
υἱοῦ | υἱός | grc | transcription | docs/texts/xml/caes0083.xml|<p>υἱοῦ
Ὀλύμπου | Ὀλύμπου | grc | transcription | docs/texts/xml/caes0083.xml|<p><hi rend="ligature">Ὀλύμπου</hi>
ὑπὲρ | ὑπὲρ | grc | transcription | docs/texts/xml/caes0083.xml|<p>ὑπὲρ
σωτερίας | σωτερίας | grc | transcription | docs/texts/xml/caes0083.xml|<p>σωτερίας
Ματρώνας | Ματρώνας | grc | transcription | docs/texts/xml/caes0083.xml|<p>Ματρώνας
θυγατρός | θυγατρός | grc | transcription | docs/texts/xml/caes0083.xml|<p>θυγατρός.
The | The | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>The
offering | offering | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>offering
of | of | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>of
Theodoros | Theodoros | grc-transl | translation | docs/texts/xml/caes0083.xml|<p><persName lang="grc " ref="persons.xml#caes0083p01">Theodoros
son | son | grc-transl | translation | docs/texts/xml/caes0083.xml|<p><rs type="family">son
of | of | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>of
Olympos | Olympos | grc-transl | translation | docs/texts/xml/caes0083.xml|<p><persName lang="grc " ref="persons.xml#caes0083p02">Olympos
for | for | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>for
the | the | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>the
deliverance | deliverance | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>deliverance
of | of | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>of
his | his | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>his
daughter | daughter | grc-transl | translation | docs/texts/xml/caes0083.xml|<p><rs type="family">daughter
Matrona | Matrona | grc-transl | translation | docs/texts/xml/caes0083.xml|<p>Matrona.
εὐτυχῶς | εὐτυχής | grc | transcription | docs/texts/xml/caes0085.xml|<p><supplied reason="undefined">εὐ</supplied>τυχῶς
εἴσελθε | εἰσέρχομαι | grc | transcription | docs/texts/xml/caes0085.xml|<p>εἴσελθε
χαίρων | χαίρων | grc | transcription | docs/texts/xml/caes0085.xml|<p>χαίρων.
Enter | Enter | grc-transl | translation | docs/texts/xml/caes0085.xml|<p>Enter
rejoicing | rejoicing | grc-transl | translation | docs/texts/xml/caes0085.xml|<p>rejoicing
with | with | grc-transl | translation | docs/texts/xml/caes0085.xml|<p>with
good | good | grc-transl | translation | docs/texts/xml/caes0085.xml|<p>good
fortune! | fortune! | grc-transl | translation | docs/texts/xml/caes0085.xml|<p>fortune!
εὐτθχῶς | εὐτθχῶς | grc | transcription | docs/texts/xml/caes0086.xml|εὐτθχ</supplied>ῶς</gap>
ὁ | ὁ | grc | transcription | docs/texts/xml/caes0086.xml|<p><unclear>ὁ</unclear>
κτίστνς | κτίστνς | grc | transcription | docs/texts/xml/caes0086.xml|<p><supplied reason="undefined">κτίστνς
εἰρήνῃου | εἰρήνῃου | grc | transcription | docs/texts/xml/caes0087.xml|<p><hi rend="ligature">εἰρήνῃου</hi>
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0087.xml|<p>καὶ
ἡ | ὁ | grc | transcription | docs/texts/xml/caes0087.xml|<p>ἡ
ἔξοδός | ἔξοδός | grc | transcription | docs/texts/xml/caes0087.xml|<p>ἔξοδός
σου | σύ | grc | transcription | docs/texts/xml/caes0087.xml|<p><hi rend="ligature">σου</hi>.
May | May | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>May
your | your | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>your
coming | coming | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>coming
in | in | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>in
and | and | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>and
your | your | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>your
going | going | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>going
out | out | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>out
be | be | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>be
in | in | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>in
peace | peace | grc-transl | translation | docs/texts/xml/caes0087.xml|<p>peace.
θέλεις | θέλεις | grc | transcription | docs/texts/xml/caes0088.xml|<p>θέλεις
μὴ | μὴ | grc | transcription | docs/texts/xml/caes0088.xml|<p>μὴ
φοβῖσθαι | φοβῖσθαι | grc | transcription | docs/texts/xml/caes0088.xml|<p>φοβῖσθαι
τὴν | τὴν | grc | transcription | docs/texts/xml/caes0088.xml|<p>τὴν
ἐξουσίαν | ἐξουσίαν | grc | transcription | docs/texts/xml/caes0088.xml|<p><hi rend="ligature">ἐξου</hi>σίαν;
τὸ | τὸ | grc | transcription | docs/texts/xml/caes0088.xml|<p>τὸ
ἀγαθὸν | ἀγαθὸν | grc | transcription | docs/texts/xml/caes0088.xml|<p>ἀγαθὸν
ποίει | ποίει | grc | transcription | docs/texts/xml/caes0088.xml|<p>ποίει.
Do | Do | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>Do
you | you | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>you
wish | wish | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>wish
not | not | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>not
to | to | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>to
fear | fear | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>fear
the | the | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>the
authority | authority | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>authority?
Then | Then | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>Then
do | do | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>do
good! | good! | grc-transl | translation | docs/texts/xml/caes0088.xml|<p>good!
θέλεις | θέλεις | grc | transcription | docs/texts/xml/caes0089.xml|<p>θέλεις
μὴ | μὴ | grc | transcription | docs/texts/xml/caes0089.xml|<p>μὴ
φοβεῖσθαι | φοβέω | grc | transcription | docs/texts/xml/caes0089.xml|<p>φοβεῖσθαι
τὴν | τὴν | grc | transcription | docs/texts/xml/caes0089.xml|<p>τὴν
ἐξουσίαν | ἐξουσίαν | grc | transcription | docs/texts/xml/caes0089.xml|<p>ἐξουσίαν;
τὸ | τὸ | grc | transcription | docs/texts/xml/caes0089.xml|<p>τὸ
ἀγαθὸν | ἀγαθὸν | grc | transcription | docs/texts/xml/caes0089.xml|<p>ἀγαθὸν
ποίει | ποίει | grc | transcription | docs/texts/xml/caes0089.xml|<p>ποίει,
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0089.xml|<p>καὶ
ἕξεις | ἔχω | grc | transcription | docs/texts/xml/caes0089.xml|<p>ἕξεις
ἔπαινον | ἔπαινος | grc | transcription | docs/texts/xml/caes0089.xml|<p>ἔπαινον
ἐξ | ἐκ | grc | transcription | docs/texts/xml/caes0089.xml|<p>ἐξ
αὐτῆς | αὐτός | grc | transcription | docs/texts/xml/caes0089.xml|<p>αὐτῆς.
Do | Do | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>Do
you | you | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>you
wish | wish | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>wish
not | not | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>not
to | to | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>to
fear | fear | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>fear
the | the | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>the
authority | authority | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>authority?
Do | Do | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>Do
good | good | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>good
and | and | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>and
you | you | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>you
will | will | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>will
receive | receive | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>receive
praise | praise | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>praise
from | from | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>from
it | it | grc-transl | translation | docs/texts/xml/caes0089.xml|<p>it.
Χριστὲ | Χριστὲ | grc | transcription | docs/texts/xml/caes0090.xml|<p><expan><abbr>Χ</abbr>ριστ</ex>ὲ</abbr></expan>
βοήθι | βοήθι | grc | transcription | docs/texts/xml/caes0090.xml|<p>βοήθι
Ἀμπελίῳ | Ἀμπελίῳ | grc | transcription | docs/texts/xml/caes0090.xml|<p>Ἀμπελίῳ
χαρτϛουλαρίῳ | χαρτϛουλαρίῳ | grc | transcription | docs/texts/xml/caes0090.xml|<p><expan><ex>χαρτ</abbr>ϛ</am>ουλαρίῳ</ex></expan>
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0090.xml|<p>καὶ
Μουσωνίῳ | Μουσωνίῳ | grc | transcription | docs/texts/xml/caes0090.xml|<p>Μουσωνίῳ
νουμερϛαρίῳ | νουμερϛαρίῳ | grc | transcription | docs/texts/xml/caes0090.xml|<p><expan><ex>νουμερ</abbr>ϛ</am>αρίῳ</ex></expan>
καὶ | καὶ | grc | transcription | docs/texts/xml/caes0090.xml|<p>καὶ
λοιποῖς | λοιπός | grc | transcription | docs/texts/xml/caes0090.xml|<p>λοιποῖς
χαρτουλαρϛίοις | χαρτουλαρϛίοις | grc | transcription | docs/texts/xml/caes0090.xml|<p><expan><ex>χαρτουλαρ</abbr>ϛ</am>ίοις</ex></expan>
τοῦ | ὁ | grc | transcription | docs/texts/xml/caes0090.xml|<p>τοῦ
αὐτοῦ | αὐτός | grc | transcription | docs/texts/xml/caes0090.xml|<p>αὐτοῦ
σκρινίου | σκρινίου | grc | transcription | docs/texts/xml/caes0090.xml|<p>σκρινίου.
Christ | Christ | grc-transl | translation | docs/texts/xml/caes0090.xml|<p><rs type="divine">Christ
help | help | grc-transl | translation | docs/texts/xml/caes0090.xml|<p>help
Ampelios | Ampelios | grc-transl | translation | docs/texts/xml/caes0090.xml|<p><persName lang="grc " ref="persons.xml#caes0090p01">Ampelios
the | the | grc-transl | translation | docs/texts/xml/caes0090.xml|<p>the
chartoularios | chartoularios | grc-transl | translation | docs/texts/xml/caes0090.xml|<p><rs type="occupation">chartoularios
and | and | grc-transl | translation | docs/texts/xml/caes0090.xml|<p>and
